title,category,salary_usd,location,experience_level,employment_type,work_setting,skills,source
Data Scientist,Data Science and Research,19910.0,Brazil,Entry-level,Full-time,Remote,,jobs_in_data
Machine Learning Infrastructure Engineer,Machine Learning and AI,107968.0,France,Senior,Full-time,Remote,,jobs_in_data
Data Science Lead,Data Science and Research,73824.0,United Kingdom,Mid-level,Full-time,In-person,,jobs_in_data
Data Analyst,Data Analysis,56143.0,Spain,Senior,Full-time,Remote,,jobs_in_data
Big Data Architect,Data Architecture and Modeling,153799.0,United Kingdom,Senior,Full-time,Remote,,jobs_in_data
Research Scientist,Data Science and Research,253750.0,Spain,Senior,Full-time,In-person,,jobs_in_data
Data Engineer,Data Engineering,102569.0,Ireland,Senior,Full-time,Remote,,jobs_in_data
Machine Learning Engineer,Machine Learning and AI,36000.0,Mexico,Mid-level,Full-time,Remote,,jobs_in_data
Computer Vision Software Engineer,Machine Learning and AI,53984.0,Canada,Senior,Full-time,Remote,,jobs_in_data
Research Scientist,Data Science and Research,248100.0,Canada,Senior,Full-time,In-person,,jobs_in_data
Director of Data Science,Data Science and Research,125948.0,Canada,Senior,Full-time,Hybrid,,jobs_in_data
Azure Data Engineer,Data Engineering,100000.0,Netherlands,Senior,Full-time,Hybrid,,jobs_in_data
Research Scientist,Data Science and Research,23000.0,India,Mid-level,Full-time,Remote,,jobs_in_data
Big Data Engineer,Data Engineering,130000.0,Sweden,Entry-level,Full-time,Remote,,jobs_in_data
Marketing Data Engineer,Data Engineering,66970.0,Singapore,Entry-level,Full-time,Hybrid,,jobs_in_data
Data Scientist,Data Science and Research,63701.0,Estonia,Senior,Full-time,Hybrid,,jobs_in_data
Machine Learning Engineer,Machine Learning and AI,50000.0,Armenia,Mid-level,Full-time,In-person,,jobs_in_data
AI Developer,Machine Learning and AI,120000.0,Bosnia and Herzegovina,Entry-level,Full-time,Hybrid,,jobs_in_data
Applied Data Scientist,Data Science and Research,80000.0,Kenya,Mid-level,Full-time,Remote,,jobs_in_data
Data Scientist,Data Science and Research,53984.0,Romania,Mid-level,Full-time,Hybrid,,jobs_in_data
Machine Learning Engineer,Machine Learning and AI,77737.0,Latvia,Senior,Full-time,In-person,,jobs_in_data
Machine Learning Research Engineer,Data Science and Research,73824.0,United Kingdom,Mid-level,Full-time,In-person,,jobs_in_data
Data Analytics Manager,Leadership and Management,133000.0,Netherlands,Senior,Full-time,In-person,,jobs_in_data
Manager Data Management,Leadership and Management,125000.0,United States,Senior,Full-time,Remote,,jobs_in_data
Applied Data Scientist,Data Science and Research,40000.0,Pakistan,Entry-level,Full-time,Remote,,jobs_in_data
Machine Learning Software Engineer,Machine Learning and AI,248400.0,Canada,Senior,Full-time,Remote,,jobs_in_data
Machine Learning Developer,Machine Learning and AI,40000.0,Australia,Entry-level,Full-time,Remote,,jobs_in_data
Data Science Consultant,Data Science and Research,24165.0,Italy,Entry-level,Full-time,Hybrid,,jobs_in_data
NLP Engineer,Machine Learning and AI,44365.0,Poland,Mid-level,Full-time,Remote,,jobs_in_data
AI Scientist,Machine Learning and AI,125000.0,Colombia,Senior,Full-time,Remote,,jobs_in_data
Computer Vision Engineer,Machine Learning and AI,58837.0,France,Mid-level,Full-time,Remote,,jobs_in_data
AI Scientist,Machine Learning and AI,200000.0,Canada,Entry-level,Full-time,Hybrid,,jobs_in_data
Principal Machine Learning Engineer,Machine Learning and AI,190000.0,United States,Senior,Full-time,Remote,,jobs_in_data
Data Engineer,Data Engineering,110446.0,Lithuania,Mid-level,Full-time,In-person,,jobs_in_data
Data Analytics Consultant,Leadership and Management,50000.0,United States,Entry-level,Freelance,Remote,,jobs_in_data
Machine Learning Researcher,Machine Learning and AI,105236.0,Canada,Mid-level,Full-time,Hybrid,,jobs_in_data
Machine Learning Research Engineer,Data Science and Research,66192.0,Germany,Entry-level,Full-time,Hybrid,,jobs_in_data
Data Science Consultant,Data Science and Research,27317.0,Spain,Entry-level,Full-time,Hybrid,,jobs_in_data
Deep Learning Engineer,Machine Learning and AI,86193.0,United Kingdom,Mid-level,Full-time,Remote,,jobs_in_data
Machine Learning Engineer,Machine Learning and AI,100000.0,Iran,Entry-level,Freelance,Remote,,jobs_in_data
BI Data Analyst,Data Analysis,105066.0,France,Mid-level,Full-time,Hybrid,,jobs_in_data
Data Management Specialist,Data Management and Strategy,68293.0,Italy,Senior,Full-time,In-person,,jobs_in_data
Autonomous Vehicle Technician,Machine Learning and AI,45555.0,Bahamas,Mid-level,Freelance,Hybrid,,jobs_in_data
Data Science Tech Lead,Data Science and Research,375000.0,United States,Senior,Full-time,Hybrid,,jobs_in_data
Machine Learning Developer,Machine Learning and AI,33000.0,Germany,Entry-level,Full-time,Remote,,jobs_in_data
Machine Learning Scientist,Machine Learning and AI,34672.0,Germany,Entry-level,Full-time,Remote,,jobs_in_data
Data Scientist Lead,Data Science and Research,89306.0,Austria,Mid-level,Full-time,Hybrid,,jobs_in_data
Data Scientist,Data Science and Research,30000.0,Mexico,Mid-level,Full-time,Remote,,jobs_in_data
Analytics Engineer,Leadership and Management,78000.0,Brazil,Mid-level,Full-time,Remote,,jobs_in_data
BI Analyst,BI and Visualization,78000.0,Brazil,Mid-level,Full-time,Remote,,jobs_in_data
Marketing Data Analyst,Data Analysis,200000.0,United Kingdom,Senior,Full-time,Remote,,jobs_in_data
Data Engineer,Data Engineering,75050.0,Australia,Mid-level,Full-time,Hybrid,,jobs_in_data
Big Data Engineer,Data Engineering,161311.0,Canada,Senior,Full-time,Hybrid,,jobs_in_data
Data Scientist,Data Science and Research,83171.0,Australia,Mid-level,Full-time,In-person,,jobs_in_data
Data Manager,Leadership and Management,125976.0,Canada,Executive,Full-time,Hybrid,,jobs_in_data
BI Analyst,BI and Visualization,200000.0,Nigeria,Senior,Full-time,Remote,,jobs_in_data
Lead Machine Learning Engineer,Machine Learning and AI,69344.0,Portugal,Senior,Full-time,Remote,,jobs_in_data
Research Scientist,Data Science and Research,126080.0,Germany,Mid-level,Full-time,In-person,,jobs_in_data
BI Data Analyst,Data Analysis,45050.0,Australia,Mid-level,Full-time,Hybrid,,jobs_in_data
Data Analytics Engineer,Leadership and Management,135000.0,United States,Mid-level,Full-time,Remote,,jobs_in_data
Data Scientist Lead,Data Science and Research,183000.0,United States,Senior,Full-time,Remote,,jobs_in_data
Machine Learning Engineer,Machine Learning and AI,200000.0,Puerto Rico,Senior,Full-time,Remote,,jobs_in_data
Machine Learning Engineer,Machine Learning and AI,63040.0,Finland,Senior,Full-time,Hybrid,,jobs_in_data
Business Data Analyst,Data Analysis,50000.0,American Samoa,Entry-level,Full-time,Remote,,jobs_in_data
Machine Learning Research Engineer,Data Science and Research,20000.0,France,Entry-level,Full-time,Hybrid,,jobs_in_data
Machine Learning Developer,Machine Learning and AI,15000.0,Thailand,Entry-level,Full-time,Remote,,jobs_in_data
Director of Data Science,Data Science and Research,57786.0,France,Senior,Full-time,Hybrid,,jobs_in_data
Data Engineer,Data Engineering,84053.0,Greece,Mid-level,Full-time,Remote,,jobs_in_data
Computer Vision Software Engineer,Machine Learning and AI,19073.0,Denmark,Entry-level,Part-time,Hybrid,,jobs_in_data
Data Analyst,Data Analysis,50000.0,Philippines,Senior,Full-time,Remote,,jobs_in_data
Lead Data Scientist,Data Science and Research,29944.0,Portugal,Senior,Full-time,Hybrid,,jobs_in_data
Data Engineer,Data Engineering,200000.0,Puerto Rico,Senior,Full-time,Remote,,jobs_in_data
Data Analyst,Data Analysis,50000.0,Argentina,Entry-level,Full-time,Remote,,jobs_in_data
Data Scientist,Data Science and Research,84053.0,Belgium,Entry-level,Full-time,Remote,,jobs_in_data
Lead Data Scientist,Data Science and Research,61566.0,United Kingdom,Mid-level,Full-time,Hybrid,,jobs_in_data
Applied Data Scientist,Data Science and Research,50000.0,Austria,Entry-level,Full-time,Hybrid,,jobs_in_data
Cloud Data Architect,Data Architecture and Modeling,250000.0,United States,Senior,Full-time,Hybrid,,jobs_in_data
Research Scientist,Data Science and Research,84053.0,Netherlands,Executive,Full-time,In-person,,jobs_in_data
Applied Machine Learning Scientist,Machine Learning and AI,77119.0,United Kingdom,Senior,Full-time,Remote,,jobs_in_data
Data Analyst,Data Analysis,28368.0,France,Entry-level,Full-time,Hybrid,,jobs_in_data
Data Scientist,Data Science and Research,25000.0,Turkey,Mid-level,Full-time,Hybrid,,jobs_in_data
Data Analyst,Data Analysis,65257.0,Singapore,Mid-level,Full-time,Hybrid,,jobs_in_data
Machine Learning Developer,Machine Learning and AI,180000.0,United States,Entry-level,Full-time,Remote,,jobs_in_data
Machine Learning Scientist,Machine Learning and AI,22800.0,Egypt,Mid-level,Full-time,Remote,,jobs_in_data
Data Analyst,Data Analysis,15000.0,Indonesia,Entry-level,Full-time,In-person,,jobs_in_data
Data Science Manager,Data Science and Research,133766.0,Australia,Senior,Full-time,Remote,,jobs_in_data
ETL Developer,Data Engineering,52533.0,Greece,Mid-level,Full-time,In-person,,jobs_in_data
Lead Data Engineer,Data Engineering,115222.0,Canada,Executive,Full-time,Remote,,jobs_in_data
Data Analyst,Data Analysis,42026.0,Greece,Mid-level,Full-time,Remote,,jobs_in_data
Machine Learning Engineer,Machine Learning and AI,51064.0,Italy,Mid-level,Full-time,Hybrid,,jobs_in_data
Data Science Engineer,Data Science and Research,60000.0,Mexico,Senior,Full-time,Remote,,jobs_in_data
Machine Learning Engineer,Machine Learning and AI,120000.0,United Arab Emirates,Senior,Full-time,Remote,,jobs_in_data
Machine Learning Developer,Machine Learning and AI,76814.0,Canada,Mid-level,Full-time,Remote,,jobs_in_data
Machine Learning Manager,Machine Learning and AI,117104.0,Canada,Senior,Full-time,Hybrid,,jobs_in_data
Machine Learning Infrastructure Engineer,Machine Learning and AI,55685.0,Portugal,Mid-level,Full-time,Hybrid,,jobs_in_data
Applied Data Scientist,Data Science and Research,157000.0,United States,Mid-level,Full-time,Remote,,jobs_in_data
Business Data Analyst,Data Analysis,69133.0,Canada,Mid-level,Full-time,Hybrid,,jobs_in_data
Machine Learning Engineer,Machine Learning and AI,68293.0,Ireland,Senior,Full-time,Remote,,jobs_in_data
Head of Data,Leadership and Management,102839.0,Slovenia,Senior,Full-time,Remote,,jobs_in_data
Data Scientist,Data Science and Research,40000.0,Malaysia,Entry-level,Full-time,Remote,,jobs_in_data
Head of Data,Leadership and Management,31520.0,Estonia,Mid-level,Full-time,Remote,,jobs_in_data
Research Scientist,Data Science and Research,89306.0,France,Senior,Full-time,Hybrid,,jobs_in_data
Principal Data Analyst,Data Analysis,75000.0,Canada,Mid-level,Full-time,Remote,,jobs_in_data
Product Data Analyst,Data Analysis,20000.0,Honduras,Mid-level,Full-time,In-person,,jobs_in_data
Applied Machine Learning Scientist,Machine Learning and AI,30469.0,Czech Republic,Entry-level,Contract,Remote,,jobs_in_data
Research Scientist,Data Science and Research,69999.0,Czech Republic,Mid-level,Full-time,Hybrid,,jobs_in_data
Research Scientist,Data Science and Research,61989.0,Austria,Mid-level,Full-time,In-person,,jobs_in_data
Data Analytics Lead,Leadership and Management,405000.0,United States,Senior,Full-time,Remote,,jobs_in_data
Data Analytics Engineer,Leadership and Management,20000.0,Pakistan,Entry-level,Full-time,In-person,,jobs_in_data
Computer Vision Software Engineer,Machine Learning and AI,150000.0,Australia,Entry-level,Full-time,Remote,,jobs_in_data
Data Scientist,Data Science and Research,100000.0,Algeria,Entry-level,Part-time,Hybrid,,jobs_in_data
Principal Data Scientist,Data Science and Research,155499.0,Germany,Senior,Full-time,Remote,,jobs_in_data
Computer Vision Engineer,Machine Learning and AI,24000.0,Brazil,Senior,Full-time,Remote,,jobs_in_data
Lead Machine Learning Engineer,Machine Learning and AI,84053.0,Germany,Senior,Full-time,In-person,,jobs_in_data
Machine Learning Engineer,Machine Learning and AI,20000.0,India,Entry-level,Full-time,Remote,,jobs_in_data
Applied Data Scientist,Data Science and Research,110037.0,United Kingdom,Entry-level,Full-time,In-person,,jobs_in_data
ML Engineer,Machine Learning and AI,21013.0,Portugal,Entry-level,Full-time,Remote,,jobs_in_data
Principal Data Engineer,Data Engineering,200000.0,United States,Senior,Full-time,Remote,,jobs_in_data
Big Data Engineer,Data Engineering,60000.0,Romania,Mid-level,Full-time,Hybrid,,jobs_in_data
Machine Learning Developer,Machine Learning and AI,100000.0,Iraq,Entry-level,Full-time,Hybrid,,jobs_in_data
Machine Learning Engineer,Machine Learning and AI,82744.0,Belgium,Senior,Full-time,Hybrid,,jobs_in_data
Big Data Engineer,Data Engineering,70000.0,United States,Entry-level,Full-time,Remote,,jobs_in_data
Director of Data Science,Data Science and Research,130026.0,Germany,Executive,Full-time,Hybrid,,jobs_in_data
Data Science Consultant,Data Science and Research,63831.0,Germany,Entry-level,Full-time,Hybrid,,jobs_in_data
Head of Data Science,Data Science and Research,85000.0,Russia,Executive,Full-time,In-person,,jobs_in_data
Head of Data,Leadership and Management,230000.0,Russia,Executive,Full-time,Hybrid,,jobs_in_data
Data Engineer,Data Engineering,74130.0,Austria,Mid-level,Full-time,Hybrid,,jobs_in_data
Data Science Engineer,Data Science and Research,127221.0,Canada,Senior,Full-time,Hybrid,,jobs_in_data
Data Scientist,Data Science and Research,50000.0,Nigeria,Mid-level,Full-time,Remote,,jobs_in_data
Applied Data Scientist,Data Science and Research,54238.0,Canada,Mid-level,Full-time,Hybrid,,jobs_in_data
Director of Data Science,Data Science and Research,153667.0,Poland,Executive,Full-time,Remote,,jobs_in_data
Data Analytics Engineer,Leadership and Management,79197.0,Germany,Senior,Full-time,Remote,,jobs_in_data
Marketing Data Analyst,Data Analysis,88654.0,Denmark,Senior,Full-time,Remote,,jobs_in_data
Lead Data Engineer,Data Engineering,103160.0,United Kingdom,Senior,Full-time,Remote,,jobs_in_data
ML Engineer,Machine Learning and AI,15966.0,Germany,Entry-level,Part-time,Remote,,jobs_in_data
Computer Vision Software Engineer,Machine Learning and AI,95746.0,United States,Mid-level,Full-time,Remote,,jobs_in_data
Cloud Data Engineer,Data Engineering,89294.0,Singapore,Mid-level,Full-time,Hybrid,,jobs_in_data
Lead Data Engineer,Data Engineering,276000.0,United States,Senior,Full-time,In-person,,jobs_in_data
Research Scientist,Data Science and Research,60757.0,Portugal,Senior,Full-time,Hybrid,,jobs_in_data
Principal Data Analyst,Data Analysis,170000.0,United States,Senior,Full-time,Remote,,jobs_in_data
Big Data Architect,Data Architecture and Modeling,99703.0,Canada,Senior,Full-time,Hybrid,,jobs_in_data
Lead Data Scientist,Data Science and Research,115000.0,United Arab Emirates,Mid-level,Full-time,In-person,,jobs_in_data
Machine Learning Scientist,Machine Learning and AI,260000.0,Japan,Senior,Full-time,In-person,,jobs_in_data
Big Data Engineer,Data Engineering,109024.0,United Kingdom,Senior,Full-time,Hybrid,,jobs_in_data
Research Scientist,Data Science and Research,100000.0,China,Entry-level,Full-time,In-person,,jobs_in_data
Data Engineer,Data Engineering,28016.0,Turkey,Mid-level,Full-time,Remote,,jobs_in_data
Lead Data Engineer,Data Engineering,125000.0,New Zealand,Senior,Full-time,Hybrid,,jobs_in_data
Data Analytics Engineer,Leadership and Management,50000.0,United Kingdom,Senior,Full-time,Remote,,jobs_in_data
Data Scientist,Data Science and Research,61467.0,Austria,Mid-level,Full-time,Hybrid,,jobs_in_data
Machine Learning Engineer,Machine Learning and AI,46597.0,Poland,Mid-level,Full-time,Remote,,jobs_in_data
Computer Vision Engineer,Machine Learning and AI,28609.0,Denmark,Entry-level,Part-time,Hybrid,,jobs_in_data
Machine Learning Engineer,Machine Learning and AI,24823.0,Slovenia,Mid-level,Full-time,Hybrid,,jobs_in_data
AI Scientist,Machine Learning and AI,45896.0,Denmark,Entry-level,Full-time,Hybrid,,jobs_in_data
Data Science Engineer,Data Science and Research,40189.0,Greece,Mid-level,Full-time,Remote,,jobs_in_data
Finance Data Analyst,Data Analysis,61896.0,United Kingdom,Senior,Full-time,Hybrid,,jobs_in_data
Machine Learning Engineer,Machine Learning and AI,74000.0,Japan,Mid-level,Full-time,Hybrid,,jobs_in_data
Data Science Manager,Data Science and Research,152000.0,France,Senior,Full-time,Remote,,jobs_in_data
Big Data Engineer,Data Engineering,18000.0,Moldova,Mid-level,Full-time,In-person,,jobs_in_data
Business Data Analyst,Data Analysis,59102.0,Luxembourg,Entry-level,Full-time,Remote,,jobs_in_data
